,Alpha_1,Alpha_2,Alpha_3,Alpha_4,Beta_1,Beta_2,Beta_3,Beta_4,Delta_1,Delta_2,Delta_3,Delta_4,Theta_1,Theta_2,Theta_3,Theta_4,Gamma_1,Gamma_2,Gamma_3,Gamma_4,ID,Section,slideNumber
4496,0.423,0.416,0.599,0.220,0.307,0.818,0.372,0.218,0.036,0.150,0.493,0.036,0.520,0.295,0.264,0.341,0.429,0.324,0.593,0.220,139573.0,2.0,12.0
4497,0.311,0.814,0.366,0.237,0.037,0.125,0.480,0.013,0.512,0.299,0.265,0.357,0.435,0.256,0.602,0.221,0.307,0.796,0.361,0.258,139573.0,2.0,12.0
4498,0.042,0.094,0.462,0.003,0.520,0.304,0.266,0.368,0.428,0.215,0.612,0.226,0.308,0.763,0.355,0.276,0.053,0.069,0.452,0.002,139573.0,2.0,12.0
4499,0.523,0.309,0.271,0.378,0.431,0.195,0.625,0.227,0.312,0.727,0.352,0.283,0.064,0.061,0.452,0.005,0.520,0.309,0.282,0.389,139573.0,2.0,12.0
4500,0.436,0.190,0.632,0.221,0.318,0.708,0.356,0.277,0.070,0.068,0.461,0.009,0.511,0.305,0.295,0.404,0.436,0.192,0.628,0.210,139573.0,2.0,12.0
4501,0.331,0.706,0.370,0.261,0.067,0.078,0.473,0.016,0.502,0.294,0.301,0.420,0.431,0.193,0.605,0.202,0.355,0.713,0.390,0.240,139573.0,2.0,12.0
4502,0.055,0.085,0.484,0.025,0.495,0.279,0.298,0.435,0.425,0.190,0.570,0.210,0.384,0.718,0.415,0.219,0.040,0.090,0.487,0.033,139573.0,2.0,12.0
4503,0.487,0.265,0.288,0.448,0.413,0.185,0.533,0.227,0.407,0.717,0.440,0.204,0.025,0.099,0.477,0.037,0.478,0.256,0.278,0.459,139573.0,2.0,12.0
4504,0.394,0.183,0.498,0.237,0.420,0.709,0.465,0.199,0.011,0.114,0.458,0.035,0.467,0.252,0.272,0.466,0.365,0.185,0.467,0.232,139573.0,2.0,12.0
4505,0.424,0.688,0.497,0.203,0.007,0.129,0.437,0.030,0.453,0.248,0.266,0.471,0.332,0.194,0.447,0.216,0.418,0.651,0.543,0.208,139573.0,2.0,12.0
4506,0.030,0.141,0.419,0.029,0.436,0.240,0.254,0.472,0.299,0.212,0.447,0.195,0.400,0.615,0.600,0.207,0.052,0.147,0.407,0.039,139573.0,2.0,12.0
4507,0.424,0.232,0.232,0.474,0.268,0.247,0.462,0.173,0.372,0.592,0.657,0.202,0.066,0.151,0.400,0.059,0.425,0.235,0.202,0.477,139573.0,2.0,12.0
4508,0.234,0.309,0.480,0.157,0.347,0.586,0.700,0.195,0.067,0.154,0.402,0.084,0.437,0.253,0.173,0.479,0.200,0.406,0.494,0.147,139573.0,2.0,12.0
4509,0.331,0.594,0.720,0.190,0.063,0.156,0.413,0.101,0.449,0.280,0.154,0.481,0.168,0.526,0.504,0.138,0.322,0.612,0.723,0.185,139573.0,2.0,12.0
4510,0.059,0.155,0.430,0.101,0.450,0.307,0.146,0.481,0.150,0.644,0.508,0.127,0.311,0.642,0.719,0.182,0.058,0.152,0.441,0.084,139573.0,2.0,12.0
4511,0.439,0.328,0.139,0.481,0.154,0.727,0.509,0.131,0.299,0.676,0.715,0.190,0.054,0.146,0.437,0.060,0.430,0.330,0.121,0.488,139573.0,2.0,12.0
4512,0.130,0.743,0.514,0.118,0.293,0.695,0.717,0.181,0.066,0.139,0.415,0.052,0.418,0.332,0.102,0.489,0.121,0.730,0.517,0.100,139573.0,2.0,12.0
4513,0.276,0.709,0.726,0.169,139573,2,12,,,,,,,,,,,,,,,,
4514,0.373,0.337,0.361,0.286,1.238,0.004,0.292,1.649,1.191,0.722,0.245,1.471,0.240,0.294,0.367,0.226,0.938,0.144,0.028,1.204,139574.0,2.0,7.0
4515,0.373,0.323,0.350,0.286,1.238,0.001,0.281,1.649,1.191,0.740,0.239,1.471,0.240,0.274,0.367,0.226,0.938,0.144,0.012,1.204,139574.0,2.0,7.0
4516,0.373,0.315,0.335,0.286,1.238,0.005,0.256,1.649,1.191,0.756,0.238,1.471,0.240,0.256,0.369,0.226,0.938,0.144,0.043,1.204,139574.0,2.0,7.0
4517,0.373,0.304,0.316,0.286,1.238,0.016,0.222,1.649,1.191,0.760,0.245,1.471,0.240,0.244,0.368,0.226,0.938,0.144,0.051,1.204,139574.0,2.0,7.0
4518,0.373,0.281,0.293,0.286,1.238,0.025,0.183,1.649,1.191,0.737,0.260,1.471,0.240,0.238,0.362,0.226,0.938,0.144,0.043,1.204,139574.0,2.0,7.0
4519,0.373,0.248,0.269,0.286,1.238,0.023,0.149,1.649,1.191,0.690,0.290,1.471,0.240,0.234,0.358,0.226,0.938,0.170,0.036,1.204,139574.0,2.0,7.0
4520,0.373,0.212,0.246,0.286,1.238,0.005,0.123,1.649,1.191,0.642,0.334,1.471,0.240,0.229,0.357,0.226,0.938,0.246,0.054,1.204,139574.0,2.0,7.0
4521,0.373,0.180,0.223,0.286,1.238,0.014,0.114,1.649,1.191,0.614,0.381,1.471,0.240,0.220,0.355,0.226,0.938,0.316,0.084,1.204,139574.0,2.0,7.0
4522,0.373,0.159,0.202,0.286,1.238,0.025,0.109,1.649,1.191,0.610,0.419,1.471,0.240,0.205,0.350,0.226,0.938,0.396,0.100,0.263,139574.0,2.0,7.0
4523,0.373,0.157,0.187,1.081,1.238,0.023,0.084,0.296,1.191,0.622,0.443,0.235,0.240,0.186,0.343,1.220,0.938,0.410,0.111,0.397,139574.0,2.0,7.0
4524,0.373,0.179,0.179,1.069,1.238,0.009,0.030,0.273,1.191,0.635,0.465,0.214,0.240,0.169,0.334,1.224,0.938,0.408,0.112,0.520,139574.0,2.0,7.0
4525,0.373,0.215,0.170,1.063,1.238,0.015,0.045,0.251,1.191,0.633,0.499,0.209,0.240,0.160,0.322,1.230,0.938,0.404,0.112,0.597,139574.0,2.0,7.0
4526,0.373,0.247,0.159,1.057,1.238,0.042,0.122,0.219,1.191,0.606,0.548,0.214,0.240,0.158,0.308,1.229,0.938,0.397,0.116,0.607,139574.0,2.0,7.0
4527,0.373,0.267,0.149,1.051,1.238,0.068,0.165,0.180,1.191,0.560,0.601,0.222,0.240,0.156,0.291,1.218,0.938,0.390,0.129,0.612,139574.0,2.0,7.0
4528,0.373,0.275,0.144,1.050,1.238,0.095,0.150,0.139,1.191,0.504,0.641,0.224,0.240,0.153,0.273,1.202,0.938,0.375,0.146,0.612,139574.0,2.0,7.0
4529,0.373,0.273,0.143,1.054,1.238,0.090,0.073,0.103,1.191,0.444,0.661,0.215,0.240,0.144,0.249,1.183,0.938,0.354,0.161,0.612,139574.0,2.0,7.0
4530,0.373,0.264,0.139,1.061,1.238,0.011,0.023,0.076,1.191,0.376,0.672,0.194,0.240,0.124,0.216,1.163,0.938,0.345,0.177,0.612,139574.0,2.0,7.0
4531,0.373,0.247,0.131,1.063,1.238,0.108,0.093,0.063,1.191,0.307,0.670,0.166,0.240,0.088,0.177,1.143,0.938,0.341,0.204,0.612,139574.0,2.0,7.0
4532,0.373,0.228,0.122,1.057,1.238,0.215,0.132,0.062,1.191,0.252,0.650,0.142,0.240,0.045,0.140,1.123,0.938,0.328,0.176,0.613,139574.0,2.0,7.0
4533,0.373,0.215,0.120,1.045,1.238,0.289,0.152,0.080,1.191,0.221,0.616,0.128,0.240,0.008,0.115,1.108,0.938,0.312,0.143,0.621,139574.0,2.0,7.0
4534,0.373,0.211,0.128,1.030,1.238,0.328,0.166,0.127,1.191,0.217,0.575,0.129,0.240,0.008,0.106,1.103,0.938,0.291,0.131,0.621,139574.0,2.0,7.0
4535,0.373,0.211,0.146,1.017,1.238,0.344,0.183,0.087,1.191,0.223,0.523,0.108,0.240,0.001,0.112,1.077,0.938,0.246,0.105,0.621,139574.0,2.0,7.0
4536,0.373,0.205,0.163,1.011,1.238,0.362,0.224,0.064,1.191,0.182,0.395,0.091,0.240,0.029,0.134,1.066,0.938,0.080,0.019,0.621,139574.0,2.0,7.0
4537,0.373,0.192,0.170,1.010,1.238,0.430,0.304,0.055,1.191,0.026,0.160,0.084,0.240,0.064,0.162,1.062,0.938,0.147,0.110,0.621,139574.0,2.0,7.0
4538,0.373,0.168,0.166,1.010,1.238,0.562,0.440,0.045,1.191,0.195,0.103,0.083,0.240,0.096,0.189,1.051,0.938,0.264,0.173,0.619,139574.0,2.0,7.0
4539,0.373,0.134,0.154,1.009,1.238,0.712,0.607,0.031,1.191,0.386,0.306,0.079,0.240,0.121,0.209,1.027,0.938,0.295,0.184,0.593,139574.0,2.0,7.0
4540,0.373,0.094,0.146,1.007,1.238,0.834,0.752,0.020,1.191,0.513,0.430,0.065,0.240,0.138,0.224,0.991,0.938,0.300,0.185,0.550,139574.0,2.0,7.0
4541,0.373,0.061,0.154,1.005,1.238,0.916,0.845,0.026,1.191,0.581,0.490,0.037,0.240,0.152,0.235,0.952,0.938,0.307,0.189,0.444,139574.0,2.0,7.0
4542,0.373,0.058,0.180,1.004,1.238,0.963,0.892,0.058,1.191,0.609,0.511,0.010,0.240,0.163,0.244,0.917,0.938,0.310,0.189,0.314,139574.0,2.0,7.0
4543,0.373,0.091,0.213,0.999,1.238,0.988,0.910,0.109,1.191,0.619,0.517,0.070,0.240,0.170,0.248,0.892,0.938,0.316,0.189,0.197,139574.0,2.0,7.0
4544,0.373,0.140,0.239,0.978,1.238,1.001,0.911,0.172,1.191,0.623,0.522,0.122,0.240,0.173,0.246,0.877,0.938,0.316,0.188,0.109,139574.0,2.0,7.0
4545,0.373,0.180,0.255,0.933,1.238,1.005,0.906,0.243,1.191,0.623,0.525,0.125,0.240,0.173,0.237,0.874,0.938,0.316,0.188,0.109,139574.0,2.0,7.0
4546,0.373,0.202,0.262,0.933,1.238,0.999,0.901,0.243,1.191,0.618,0.526,0.125,0.240,0.173,0.226,0.874,0.938,0.316,0.188,0.109,139574.0,2.0,7.0
4547,0.373,0.208,0.263,0.933,1.238,0.988,0.899,0.243,1.191,0.611,0.525,0.125,0.240,0.174,0.215,0.874,0.938,0.319,0.185,0.109,139574.0,2.0,7.0
4548,0.373,0.205,0.254,0.933,1.238,0.980,0.897,0.243,1.191,0.606,0.525,0.125,0.240,0.176,0.207,0.874,0.938,0.155,0.161,0.923,139574.0,2.0,7.0
4549,0.373,0.326,0.279,1.170,139574,2,7,,,,,,,,,,,,,,,,
4550,1.238,0.451,0.563,0.807,1.191,0.048,0.126,1.183,0.240,0.256,0.391,1.542,0.938,0.145,0.161,0.767,0.373,0.312,0.277,1.160,139574.0,2.0,8.0
4551,1.238,0.472,0.571,0.698,1.191,0.055,0.169,1.014,0.240,0.259,0.386,1.557,0.938,0.133,0.161,0.443,0.373,0.298,0.267,1.170,139574.0,2.0,8.0
4552,1.238,0.495,0.575,0.570,1.191,0.067,0.210,0.752,0.240,0.260,0.384,1.571,0.938,0.118,0.141,0.443,0.373,0.290,0.252,1.170,139574.0,2.0,8.0
4553,1.238,0.522,0.579,0.570,1.191,0.085,0.229,0.752,0.240,0.261,0.388,1.571,0.938,0.099,0.096,0.443,0.373,0.291,0.243,1.170,139574.0,2.0,8.0
4554,1.238,0.550,0.589,0.570,1.191,0.107,0.223,0.752,0.240,0.266,0.392,1.571,0.938,0.068,0.041,0.443,0.373,0.294,0.250,1.170,139574.0,2.0,8.0
4555,1.238,0.577,0.604,0.570,1.191,0.134,0.207,0.752,0.240,0.278,0.380,1.571,0.938,0.042,0.034,0.443,0.373,0.295,0.272,1.170,139574.0,2.0,8.0
4556,1.238,0.603,0.620,0.570,1.191,0.168,0.189,0.752,0.240,0.294,0.345,1.571,0.938,0.023,0.030,0.443,0.373,0.291,0.297,1.170,139574.0,2.0,8.0
4557,1.238,0.629,0.642,0.570,1.191,0.212,0.174,0.752,0.240,0.310,0.293,1.571,0.938,0.006,0.025,0.443,0.373,0.288,0.314,1.170,139574.0,2.0,8.0
4558,1.238,0.654,0.674,0.570,1.191,0.266,0.163,0.752,0.240,0.317,0.244,1.571,0.938,0.001,0.012,0.443,0.373,0.270,0.315,1.170,139574.0,2.0,8.0
4559,1.238,0.713,0.725,0.570,1.191,0.289,0.152,0.752,0.240,0.265,0.218,1.571,0.938,0.001,0.039,0.443,0.373,0.260,0.301,1.170,139574.0,2.0,8.0
4560,1.238,0.740,0.792,0.570,1.191,0.316,0.138,0.752,0.240,0.215,0.213,1.571,0.938,0.026,0.100,0.443,0.373,0.247,0.178,1.170,139574.0,2.0,8.0
4561,1.238,0.744,0.901,0.570,1.191,0.337,0.016,0.752,0.240,0.182,0.119,1.571,0.938,0.029,0.190,0.443,0.373,0.220,0.036,1.170,139574.0,2.0,8.0
4562,1.238,0.732,0.912,0.570,1.191,0.348,0.050,0.752,0.240,0.162,0.016,1.571,0.938,0.029,0.254,0.443,0.373,0.169,0.114,1.170,139574.0,2.0,8.0
4563,1.238,0.708,0.870,0.570,1.191,0.337,0.086,0.752,0.240,0.131,0.210,1.571,0.938,0.032,0.459,0.443,0.373,0.090,0.318,1.170,139574.0,2.0,8.0
4564,1.238,0.646,0.793,0.570,1.191,0.254,0.061,0.752,0.240,0.061,0.554,1.571,0.938,0.281,0.456,0.443,0.373,0.017,0.297,1.170,139574.0,2.0,8.0
4565,1.238,0.387,0.773,0.570,1.191,0.205,0.010,0.752,0.240,0.065,0.587,1.571,0.938,0.279,0.453,0.443,0.373,0.030,0.294,1.170,139574.0,2.0,8.0
4566,1.238,0.351,0.759,0.570,1.191,0.236,0.037,0.752,0.240,0.086,0.612,1.571,0.938,0.279,0.396,0.443,0.373,0.043,0.304,1.170,139574.0,2.0,8.0
4567,1.238,0.323,0.746,0.570,1.191,0.253,0.074,0.752,0.240,0.113,0.635,1.571,0.938,0.279,0.327,0.443,0.373,0.054,0.321,1.170,139574.0,2.0,8.0
4568,1.238,0.296,0.731,0.570,1.191,0.258,0.098,0.752,0.240,0.140,0.659,1.571,0.938,0.279,0.238,0.443,0.373,0.063,0.338,1.170,139574.0,2.0,8.0
4569,1.238,0.268,0.712,0.570,1.191,0.258,0.110,0.752,0.240,0.157,0.687,1.571,0.938,0.279,0.177,0.443,0.373,0.068,0.351,1.170,139574.0,2.0,8.0
4570,1.238,0.237,0.688,0.570,1.191,0.260,0.117,0.752,0.240,0.158,0.713,1.571,0.938,0.279,0.164,0.443,0.373,0.070,0.361,1.170,139574.0,2.0,8.0
4571,1.238,0.210,0.659,0.570,1.191,0.266,0.125,0.752,0.240,0.144,0.734,1.571,0.938,0.279,0.164,0.227,0.373,0.070,0.368,0.085,139574.0,2.0,8.0
4572,1.238,0.188,0.630,0.281,1.191,0.278,0.136,0.299,0.240,0.121,0.747,0.305,0.938,0.274,0.164,0.227,0.373,0.068,0.375,0.056,139574.0,2.0,8.0
4573,1.238,0.171,0.603,0.332,1.191,0.295,0.152,0.275,0.240,0.098,0.756,0.323,0.938,0.305,0.164,0.227,0.373,0.074,0.383,0.037,139574.0,2.0,8.0
4574,1.238,0.015,0.576,0.360,1.191,0.332,0.174,0.242,0.240,0.065,0.762,0.332,0.938,0.343,0.164,0.227,0.373,0.072,0.391,0.034,139574.0,2.0,8.0
4575,1.238,0.126,0.550,0.352,1.191,0.382,0.198,0.202,0.240,0.041,0.764,0.338,0.938,0.424,0.170,0.227,0.373,0.063,0.398,0.042,139574.0,2.0,8.0
4576,1.238,0.196,0.465,0.319,1.191,0.423,0.272,0.159,0.240,0.027,0.799,0.341,0.938,0.488,0.190,0.230,0.373,0.054,0.409,0.053,139574.0,2.0,8.0
4577,1.238,0.191,0.408,0.278,1.191,0.443,0.342,0.122,0.240,0.022,0.810,0.333,0.938,0.491,0.203,0.235,0.373,0.050,0.429,0.062,139574.0,2.0,8.0
4578,1.238,0.149,0.367,0.252,1.191,0.448,0.403,0.094,0.240,0.024,0.803,0.315,0.938,0.471,0.200,0.241,0.373,0.049,0.456,0.069,139574.0,2.0,8.0
4579,1.238,0.098,0.321,0.253,1.191,0.449,0.447,0.080,0.240,0.029,0.786,0.295,0.938,0.430,0.200,0.248,0.373,0.050,0.481,0.075,139574.0,2.0,8.0
4580,1.238,0.063,0.264,0.277,1.191,0.453,0.478,0.073,0.240,0.036,0.773,0.283,0.938,0.415,0.200,0.252,0.373,0.050,0.499,0.079,139574.0,2.0,8.0
4581,1.238,0.049,0.204,0.304,1.191,0.455,0.495,0.063,0.240,0.042,0.767,0.280,0.938,0.439,0.196,0.256,0.373,0.049,0.510,0.079,139574.0,2.0,8.0
4582,1.238,0.036,0.147,0.313,1.191,0.449,0.506,0.047,0.240,0.045,0.764,0.281,0.938,0.479,0.194,0.260,0.373,0.049,0.519,0.074,139574.0,2.0,8.0
4583,1.238,0.015,0.094,0.304,1.191,0.434,0.522,0.024,0.240,0.045,0.754,0.284,0.550,0.495,0.195,0.267,0.087,0.053,0.530,0.066,139574.0,2.0,8.0
4584,1.123,0.011,0.057,0.291,0.714,0.410,0.553,0.030,0.185,0.046,0.735,0.293,0.664,0.474,0.207,0.277,0.150,0.060,0.541,0.055,139574.0,2.0,8.0
4585,1.228,0.034,0.078,0.279,0.842,0.378,0.599,0.095,0.186,0.051,0.708,0.293,0.664,0.416,0.246,0.271,0.150,0.070,0.548,0.049,139574.0,2.0,8.0
4586,1.228,0.052,0.167,0.274,0.842,0.343,0.644,0.166,0.186,0.063,0.677,0.284,0.664,0.363,0.312,0.251,0.150,0.081,0.547,0.051,139574.0,2.0,8.0
4587,1.228,0.063,0.272,0.272,0.842,0.311,0.675,0.231,0.186,0.085,0.645,0.264,0.664,0.332,0.336,0.218,0.150,0.095,0.541,0.058,139574.0,2.0,8.0
4588,1.228,0.067,0.365,0.266,0.842,0.287,0.675,0.269,0.186,0.114,0.614,0.244,0.664,0.336,0.347,0.184,0.150,0.112,0.536,0.065,139574.0,2.0,8.0
4589,1.228,0.073,0.438,0.274,0.842,0.272,0.644,0.274,0.186,0.148,0.588,0.233,0.664,0.340,0.347,0.186,0.150,0.135,0.535,0.069,139574.0,2.0,8.0
4590,1.228,0.090,0.482,0.312,0.842,0.269,0.604,0.258,0.186,0.185,0.571,0.233,0.664,0.338,0.347,0.186,0.150,0.163,0.536,0.074,139574.0,2.0,8.0
4591,1.228,0.111,0.506,0.361,0.842,0.276,0.576,0.237,0.186,0.225,0.564,0.240,0.664,0.338,0.347,0.186,0.150,0.189,0.534,0.079,139574.0,2.0,8.0
4592,1.228,0.122,0.516,0.394,0.842,0.288,0.559,0.229,0.186,0.268,0.564,0.248,0.664,0.336,0.347,0.186,0.150,0.211,0.529,0.081,139574.0,2.0,8.0
4593,1.228,0.122,0.520,0.408,0.842,0.299,0.550,0.239,0.186,0.308,0.569,0.252,0.664,0.334,0.347,0.186,0.150,0.229,0.523,0.076,139574.0,2.0,8.0
4594,1.228,0.111,0.518,0.402,0.842,0.307,0.546,0.269,0.186,0.333,0.573,0.251,0.664,0.332,0.347,0.186,0.150,0.247,0.524,0.064,139574.0,2.0,8.0
4595,1.228,0.096,0.511,0.383,0.842,0.313,0.544,0.302,0.186,0.333,0.574,0.246,0.664,0.347,0.334,0.186,0.143,0.267,0.530,0.046,139574.0,2.0,8.0
4596,1.294,0.078,0.500,0.365,0.909,0.324,0.546,0.319,0.231,0.312,0.571,0.239,0.664,0.395,0.330,0.167,0.143,0.281,0.537,0.034,139574.0,2.0,8.0
4597,1.294,0.055,0.487,0.361,0.909,0.348,0.550,0.311,0.231,0.280,0.565,0.233,0.664,0.460,0.327,0.125,0.143,0.283,0.537,0.035,139574.0,2.0,8.0
4598,1.294,0.026,0.475,0.371,0.909,0.391,0.549,0.291,0.231,0.251,0.560,0.229,0.664,0.489,0.325,0.110,0.143,0.270,0.532,0.048,139574.0,2.0,8.0
4599,1.294,0.003,0.464,0.384,0.909,0.454,0.537,0.272,0.231,0.232,0.557,0.224,0.664,0.469,0.325,0.121,0.143,0.244,0.527,0.061,139574.0,2.0,8.0
4600,1.294,0.021,0.441,0.399,0.909,0.537,0.517,0.258,0.231,0.221,0.559,0.219,0.664,0.423,0.326,0.121,0.143,0.211,0.526,0.065,139574.0,2.0,8.0
4601,1.294,0.034,0.393,0.411,0.909,0.638,0.504,0.240,0.231,0.218,0.566,0.219,0.664,0.406,0.335,0.119,0.143,0.175,0.525,0.067,139574.0,2.0,8.0
4602,1.294,0.046,0.316,0.414,0.909,0.745,0.509,0.232,0.231,0.218,0.575,0.227,0.664,0.389,0.359,0.112,0.143,0.142,0.507,0.069,139574.0,2.0,8.0
4603,1.294,0.057,0.209,0.413,0.909,0.830,0.535,0.241,0.231,0.219,0.562,0.239,0.980,0.065,0.064,0.973,1.641,0.118,0.505,1.474,139574.0,2.0,8.0
4604,0.648,0.218,0.306,0.528,139574,2,8,,,,,,,,,,,,,,,,
4605,0.906,0.536,0.342,0.478,1.348,0.233,0.453,1.399,0.980,0.065,0.051,0.971,1.641,0.091,0.496,1.499,0.648,0.219,0.307,0.510,139574.0,2.0,9.0
4606,0.906,0.542,0.338,0.484,1.348,0.243,0.456,1.399,1.503,0.074,0.010,1.188,1.702,0.075,0.480,1.544,0.683,0.220,0.300,0.506,139574.0,2.0,9.0
4607,0.969,0.549,0.340,0.492,1.414,0.248,0.464,1.400,1.507,0.088,0.004,1.182,1.733,0.073,0.455,1.576,0.672,0.216,0.289,0.494,139574.0,2.0,9.0
4608,0.980,0.549,0.345,0.497,1.432,0.247,0.473,1.389,1.511,0.107,0.023,1.182,1.759,0.075,0.424,1.588,0.675,0.203,0.264,0.487,139574.0,2.0,9.0
4609,0.998,0.535,0.346,0.509,1.424,0.242,0.479,1.365,1.509,0.151,0.038,1.182,1.781,0.075,0.387,1.599,0.686,0.187,0.221,0.497,139574.0,2.0,9.0
4610,1.016,0.507,0.341,0.516,1.429,0.232,0.474,1.344,1.508,0.172,0.043,1.182,1.805,0.070,0.348,1.612,0.684,0.174,0.168,0.523,139574.0,2.0,9.0
4611,1.018,0.470,0.339,0.514,1.438,0.217,0.456,1.336,1.508,0.183,0.048,1.181,1.833,0.062,0.309,1.631,0.673,0.170,0.122,0.552,139574.0,2.0,9.0
4612,1.019,0.432,0.352,0.503,1.459,0.199,0.429,1.347,1.508,0.221,0.059,1.171,1.833,0.053,0.269,1.654,0.673,0.181,0.095,0.580,139574.0,2.0,9.0
4613,1.019,0.404,0.379,0.481,1.459,0.179,0.397,1.371,1.508,0.248,0.066,1.152,1.833,0.041,0.226,1.677,0.673,0.213,0.086,0.604,139574.0,2.0,9.0
4614,1.019,0.392,0.413,0.450,1.459,0.157,0.361,1.400,1.508,0.255,0.068,1.131,1.833,0.023,0.175,1.695,0.673,0.262,0.084,0.624,139574.0,2.0,9.0
4615,1.019,0.398,0.436,0.414,1.459,0.131,0.314,1.425,1.508,0.279,0.077,1.121,1.833,0.000,0.116,1.611,0.673,0.312,0.076,1.051,139574.0,2.0,9.0
4616,1.019,0.416,0.441,0.533,1.459,0.094,0.247,1.347,1.508,0.359,0.102,1.121,1.833,0.024,0.046,1.497,0.673,0.336,0.053,1.208,139574.0,2.0,9.0
4617,1.019,0.433,0.430,0.638,1.459,0.045,0.157,1.240,1.508,0.429,0.134,1.112,1.833,0.044,0.034,1.345,0.673,0.315,0.015,1.295,139574.0,2.0,9.0
4618,1.019,0.442,0.418,0.739,1.459,0.012,0.055,1.101,1.508,0.438,0.173,1.113,1.833,0.060,0.120,1.277,0.673,0.267,0.025,1.299,139574.0,2.0,9.0
4619,1.019,0.447,0.416,0.763,1.459,0.073,0.044,1.026,1.508,0.421,0.216,1.114,1.833,0.076,0.210,1.219,0.673,0.222,0.054,1.296,139574.0,2.0,9.0
4620,1.019,0.456,0.427,0.766,1.459,0.135,0.127,0.962,1.508,0.421,0.240,1.115,1.833,0.093,0.301,1.168,0.673,0.195,0.070,1.285,139574.0,2.0,9.0
4621,1.019,0.467,0.446,0.745,1.459,0.196,0.201,0.906,1.508,0.421,0.245,1.066,1.833,0.108,0.396,0.911,0.673,0.184,0.082,1.301,139574.0,2.0,9.0
4622,1.019,0.476,0.464,0.732,1.459,0.251,0.285,0.617,1.508,0.421,0.274,0.385,1.833,0.115,0.498,0.273,0.673,0.183,0.089,1.306,139574.0,2.0,9.0
4623,1.019,0.485,0.486,0.712,1.459,0.294,0.396,0.239,1.508,0.428,0.362,0.385,1.833,0.115,0.606,0.245,0.673,0.193,0.086,1.263,139574.0,2.0,9.0
4624,1.019,0.499,0.521,0.663,1.459,0.321,0.539,0.246,1.508,0.441,0.468,0.385,1.833,0.115,0.700,0.214,0.673,0.207,0.072,1.220,139574.0,2.0,9.0
4625,1.019,0.525,0.575,0.618,1.459,0.338,0.700,0.249,1.508,0.475,0.538,0.385,1.833,0.122,0.760,0.183,0.673,0.221,0.047,1.180,139574.0,2.0,9.0
4626,1.019,0.564,0.638,0.578,1.459,0.348,0.839,0.252,1.508,0.505,0.549,0.385,1.833,0.137,0.782,0.154,0.673,0.223,0.020,1.145,139574.0,2.0,9.0
4627,1.019,0.614,0.685,0.543,1.459,0.356,0.920,0.261,1.508,0.533,0.547,0.385,1.833,0.157,0.785,0.129,0.673,0.211,0.005,1.114,139574.0,2.0,9.0
4628,1.019,0.674,0.699,0.514,1.459,0.365,0.954,0.274,1.508,0.544,0.545,0.385,1.833,0.176,0.783,0.110,0.673,0.192,0.010,1.088,139574.0,2.0,9.0
4629,1.019,0.736,0.690,0.491,1.459,0.375,0.971,0.289,1.508,0.554,0.544,0.385,1.833,0.191,0.778,0.097,0.673,0.172,0.020,1.065,139574.0,2.0,9.0
4630,1.019,0.783,0.680,0.469,1.459,0.384,0.981,0.302,1.508,0.562,0.553,0.385,1.833,0.202,0.767,0.095,0.673,0.160,0.024,0.962,139574.0,2.0,9.0
4631,1.019,0.801,0.685,0.397,1.459,0.395,0.982,0.335,0.231,0.575,0.556,0.368,0.276,0.207,0.754,0.079,0.409,0.164,0.018,0.867,139574.0,2.0,9.0
4632,0.127,0.805,0.709,0.311,0.579,0.414,0.972,0.360,0.264,0.586,0.556,0.323,0.294,0.207,0.745,0.046,0.430,0.188,0.005,0.778,139574.0,2.0,9.0
4633,0.113,0.816,0.743,0.200,0.586,0.444,0.956,0.369,0.276,0.593,0.556,0.276,0.288,0.205,0.746,0.002,0.413,0.236,0.013,0.669,139574.0,2.0,9.0
4634,0.081,0.841,0.769,0.060,0.595,0.478,0.942,0.362,0.287,0.602,0.556,0.242,0.253,0.208,0.754,0.054,0.383,0.296,0.010,0.539,139574.0,2.0,9.0
4635,0.044,0.868,0.770,0.073,0.602,0.501,0.932,0.350,0.287,0.647,0.537,0.169,0.253,0.221,0.763,0.093,0.383,0.303,0.028,0.411,139574.0,2.0,9.0
4636,0.044,0.872,0.730,0.189,0.602,0.510,0.926,0.347,0.287,0.498,0.510,0.104,0.253,0.250,0.767,0.121,0.383,0.222,0.079,0.286,139574.0,2.0,9.0
4637,0.044,0.749,0.637,0.240,0.602,0.513,0.926,0.342,0.287,0.040,0.413,0.051,0.253,0.293,0.762,0.138,0.383,0.014,0.131,0.203,139574.0,2.0,9.0
4638,0.044,0.382,0.474,0.240,0.602,0.519,0.932,0.338,0.287,0.328,0.222,0.007,0.253,0.334,0.751,0.144,0.383,0.309,0.190,0.167,139574.0,2.0,9.0
4639,0.044,0.044,0.266,0.218,0.602,0.527,0.944,0.341,0.287,0.529,0.067,0.014,0.253,0.355,0.741,0.134,0.383,0.611,0.253,0.177,139574.0,2.0,9.0
4640,0.044,0.366,0.075,0.183,0.602,0.527,0.959,0.349,0.287,0.574,0.022,0.014,0.253,0.350,0.733,0.112,0.383,0.834,0.313,0.203,139574.0,2.0,9.0
4641,0.044,0.572,0.061,0.144,0.602,0.517,0.974,0.356,0.287,0.575,0.022,0.015,0.253,0.331,0.723,0.082,0.383,0.975,0.357,0.227,139574.0,2.0,9.0
